CMPD_CHEMBLID,processed_smiles,exp,smiles,inchi,Stereo,duplicate
CHEMBL457888,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN4CCOCC4)cc3)n2)n1C(C)C,2.43,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2,XIXCDPUONOFFOT-UHFFFAOYSA-N,,False
CHEMBL232846,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,3.12,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13,FFSHAZBWGKKFBM-MRVPVSSYSA-N,1_R,False
CHEMBL2321992,OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,0.62,OCC[C@]1(CCCNC1)c2ccc(Cl)c(Cl)c2,NFEQUCGNNCYRCD-ZDUSSCGKSA-N,3_R,False
CHEMBL183492,C=CCN(C(=O)Nc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.6,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4,GQOOTJLFAHNWHQ-UHFFFAOYSA-N,,False
CHEMBL1916288,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,0.45,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C,VTFOIOURAFZEDM-INIZCTEOSA-N,28_S,False
CHEMBL2158841,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.98,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,UJDYUOWUTALBPP-VWLOTQADSA-N,3_S,False
CHEMBL1270773,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1,2.5,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1,KZCPXMFKBLMRRN-UHFFFAOYSA-N,,False
CHEMBL2335885,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3.23,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,MFQLVAIMTGXBSE-UHFFFAOYSA-N,,False
CHEMBL2086670,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,2.89,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C,WUECHLZWIPEXMU-MRXNPFEDSA-N,1_R,False
CHEMBL477785,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,2.52,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)CCN(C)C)n2,SFQJTSXHVUPLIV-UHFFFAOYSA-N,,False
CHEMBL61236,Nc1ccc2ccccc2n1,1.7,Nc1ccc2ccccc2n1,GCMNJUJAKQGROZ-UHFFFAOYSA-N,,False
CHEMBL1455292,CCCCN1Cc2c(nc3cc(-c4ccco4)nn3c2O)C1=O,0.8,CCCCN1Cc2c(O)n3nc(cc3nc2C1=O)c4occc4,VTZIKJMBHSRBMV-UHFFFAOYSA-N,,False
CHEMBL2207665,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,2.76,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F,FLTAIVXWWOKLBO-CYBMUJFWSA-N,8_R,False
CHEMBL1645108,Nc1nc2ccc(-c3cccc(O)c3)cc2s1,3.1,Nc1nc2ccc(cc2s1)c3cccc(O)c3,RHVQMWASYJPMIL-UHFFFAOYSA-N,,False
CHEMBL2087848,CC#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.61,CC#CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,QGIIIBPDCXUOKY-UHFFFAOYSA-N,,False
CHEMBL2172000,Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,2.7,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4,DKJNJGMFODPLQX-ZPMCFJSWSA-N,14_R|19_R|28_R,False
CHEMBL1957460,Cc1nccc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)c1Cl,2.0,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,CISUHHMWKWDMFJ-UHFFFAOYSA-N,,False
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2.9,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,CZQHHVNHHHRRDU-UHFFFAOYSA-N,,False
CHEMBL1916543,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,0.2,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,LPHSTAIXRBFEFQ-UHFFFAOYSA-N,,False
CHEMBL301928,COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(NC(=O)CC3CCCC3)cc12,2.0,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O,GTQPMBLLIWJEJZ-UHFFFAOYSA-N,,False
CHEMBL1917447,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,-0.16,Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,AQXNOXJAJOOFPU-UHFFFAOYSA-N,,False
CHEMBL256348,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc1,2.7,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1,ORPLKVBNBJSMGV-UHFFFAOYSA-N,,False
CHEMBL2179282,CCC(C)(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.97,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,KOUBAHNTPUBTSW-JYFHCDHNSA-N,7_R|29_S,False
CHEMBL480208,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,2.46,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C#N)C(=O)C2,KGOUMVFYXYCYPF-OXQOHEQNSA-N,3_R|6_S,False
CHEMBL1054,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.37,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,LMJSLTNSBFUCMU-UHFFFAOYSA-N,12_?,False
CHEMBL1904754,Cc1nc2ncnn2c(O)c1CCOC(=O)c1ccccc1F,0.99,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F,DIYAIZWRVOIBCZ-UHFFFAOYSA-N,,False
CHEMBL2208422,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,3.42,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,RHDOFWFMSRHNFN-MRXNPFEDSA-N,12_S,False
CHEMBL1727809,O=C(NCCCCc1ccccc1)c1ccccc1,3.8,O=C(NCCCCc1ccccc1)c2ccccc2,XFYLFLMGYOQLSS-UHFFFAOYSA-N,,False
CHEMBL153370,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,0.08,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,OEGABHQAWDXQMV-NSHDSACASA-N,4_S,False
CHEMBL366975,NC(=O)C1CCCCC1,0.9,NC(=O)C1CCCCC1,PNZXMIKHJXIPEK-UHFFFAOYSA-N,,False
CHEMBL407391,CN(C)c1ncnc2nc[nH]c12,0.95,CN(C)c1ncnc2nc[nH]c12,BVIAOQMSVZHOJM-UHFFFAOYSA-N,,False
CHEMBL584991,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,2.7,Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2,HGXSLPIXNPASGZ-UHFFFAOYSA-N,,False
CHEMBL1422545,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.87,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2,LKYSZEMWNWCNAM-UHFFFAOYSA-N,,False
CHEMBL1427554,Cc1ccc(-c2csc3ncnc(O)c23)cc1,2.59,Cc1ccc(cc1)c2csc3ncnc(O)c23,JYFIHIWXQSVJIL-UHFFFAOYSA-N,,False
CHEMBL1957361,CCOc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,3.0,CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,IMYDUDGJIZQSHN-UHFFFAOYSA-N,,False
CHEMBL2089383,C=CC(=O)Nc1ccc(OC)cc1,1.68,COc1ccc(NC(=O)C=C)cc1,YMHDGRAROYGJLT-UHFFFAOYSA-N,,False
CHEMBL2331751,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,2.3,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,GLYVZMPKAAPUCS-INIZCTEOSA-N,4_S,False
CHEMBL2207671,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,2.63,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,YGYJEYXHZXOPGM-OAHLLOKOSA-N,13_R,False
CHEMBL2068760,CN1CCC[C@H]1c1ccccn1,0.44,CN1CCC[C@H]1c2ccccn2,AQCRXZYYMOXFAN-JTQLQIEISA-N,5_S,False
CHEMBL187392,Oc1ccc(-c2nc3cc(O)ccc3o2)cc1,3.4,Oc1ccc(cc1)c2oc3ccc(O)cc3n2,DPAMLAKLEWYMGF-UHFFFAOYSA-N,,False
CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,2.72,CC[C@H](Nc1ncnc2[nH]cnc12)C3=Nc4cccc(F)c4C(=O)N3c5ccccc5,IFSDAJWBUCMOAH-HNNXBMFYSA-N,2_S,False
CHEMBL558752,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,3.45,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13,YABJJWZLRMPFSI-UHFFFAOYSA-N,,False
CHEMBL47633,Nc1nc(-c2ccccc2)ns1,2.2,Nc1nc(ns1)c2ccccc2,OYAHSBDYBOBAAQ-UHFFFAOYSA-N,,False
CHEMBL2218940,N#C/C(=C(\N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,3.4,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2,JLOXTZFYJNCPIS-SQFISAMPSA-N,,False
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,2.05,CC(N(O)C(=O)N)c1cc2ccccc2s1,MWLSOWXNZPKENC-UHFFFAOYSA-N,1_?,False
CHEMBL1490317,Cc1cc(C)nc(SCC(=O)Nc2cc(C)on2)n1,1.52,Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1,HZJYOKODVJEGCS-UHFFFAOYSA-N,,False
CHEMBL128782,COc1c(C#N)cc2ccccc2c1C(=O)N(C)C[C@@H](CCN1CCC(N2CCCNC2=O)CC1)c1ccc(Cl)c(Cl)c1,3.0,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N,CNNIPRDMDODXLC-XMMPIXPASA-N,19_S,False
CHEMBL515605,CNC1=Nc2ncccc2C(c2ccco2)=NC1c1ccns1,1.44,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4,JHZNPXQNXMABTG-UHFFFAOYSA-N,17_?,False
CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-1.25,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,10_?,False
CHEMBL239640,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,2.03,CN1C(=O)CC(C)(CCc2cccc(c2)c3ccccc3)N=C1N,CWIATWAMZSVNNY-UHFFFAOYSA-N,5_?,False
CHEMBL130873,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCc3ccccc3)cc12,2.51,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C,RWEGDXKLFXEPAN-UHFFFAOYSA-N,,False
CHEMBL306380,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,4.1,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,ZVPDNRVYHLRXLX-UHFFFAOYSA-N,,False
CHEMBL218677,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,3.1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,DIBGTMXGHUALIU-UHFFFAOYSA-N,,False
CHEMBL339059,NC(=O)c1ccc(Br)cc1,1.75,NC(=O)c1ccc(Br)cc1,ZRWNRAJCPNLYAK-UHFFFAOYSA-N,,False
CHEMBL264666,c1nc(N2CCCCC2)c2nc[nH]c2n1,1.84,C1CCN(CC1)c2ncnc3[nH]cnc23,OXCZAXJFRBPQRP-UHFFFAOYSA-N,,False
CHEMBL2036595,CCOc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,3.6,CCOc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,IOZZFCHJROZWLY-UHFFFAOYSA-N,,False
CHEMBL1770464,Cc1nc(C(=O)[C@H](C)Oc2ccc(SCCCCCc3ccccc3)cc2)sc1CCCC(=O)O,2.03,C[C@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3,RWIZIVMQIZHTSD-NRFANRHFSA-N,6_S,False
CHEMBL1939739,O=C(Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1,3.58,Fc1ccc(CN2CCN(CC2)[C@H](c3ccc(cc3)C(=O)N4CCC4)c5cccc(NC(=O)C6CC6)c5)cc1,LYTCXQWSMLSBBT-SSEXGKCCSA-N,8_R,False
CHEMBL292303,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,-0.92,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,QIVBCDIJIAJPQS-SECBINFHSA-N,1_R,False
CHEMBL204887,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,4.05,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc12,NZCREMNPFKLVGX-UHFFFAOYSA-N,,False
CHEMBL469007,Cn1c(=O)c2c(-c3oc(S(C)(=O)=O)cc3Cl)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.97,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O,GBLUNAZCSSKSEV-UHFFFAOYSA-N,,False
CHEMBL1934413,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCC2)cc1,1.57,C[C@H](NC(=O)c1c(C)nn(C2CCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,DPTNZCSNVMOOAE-INIZCTEOSA-N,14_S,False
CHEMBL226855,O=c1[nH]n(Cc2cccs2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,1.52,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O,KMAKOKCMJADPKV-UHFFFAOYSA-N,,False
CHEMBL2165067,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,0.83,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1,KCQSATGYEXNLEM-ZWKOTPCHSA-N,16_R|30_S,False
CHEMBL2017259,N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1,2.2,O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N,SARQAYXDOCYKSE-UHFFFAOYSA-N,,False
CHEMBL1571558,Nc1[nH]ncc1S(=O)(=O)c1ccccc1,1.1,Nc1[nH]ncc1S(=O)(=O)c2ccccc2,PWCMYVJXHPBJNZ-UHFFFAOYSA-N,,False
CHEMBL1916279,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.46,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3,LXYSCROSLDLXCB-UHFFFAOYSA-N,,False
CHEMBL2030442,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3[nH]ccc23)n1,1.7,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,YXULRTVZRGHXHN-UHFFFAOYSA-N,,False
CHEMBL1933596,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc32)[C@H](O)[C@@H]1O,1.72,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc23,FFBXVMUCTAHDQI-PMXXHBEXSA-N,1_R|3_R|24_R|26_S,False
CHEMBL325475,CCn1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,3.75,CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,STJCFOPXJIECBK-UHFFFAOYSA-N,,False
CHEMBL1778647,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,0.62,CCS(=O)(=O)c1ccc(c2cc(Cl)ccc2OCC(=O)O)c(c1)C(F)(F)F,PZPVQKKTULQJKR-UHFFFAOYSA-N,,False
CHEMBL2158775,COc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.77,COc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,VOPUEJLKUSXAOZ-VWLOTQADSA-N,9_S,False
CHEMBL1683035,COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,2.36,COc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,HETJBEPGHHRWCC-UHFFFAOYSA-N,,False
CHEMBL247366,Fc1ccc2cn[nH]c2c1,2.3,Fc1ccc2cn[nH]c2c1,CFMZDEQEVCDMRN-UHFFFAOYSA-N,,False
CHEMBL2169919,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,2.4,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34,WXRGFPHDRFQODR-ICLZECGLSA-N,22_R|24_R|35_R|37_S,False
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.6,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2,ROBVIMPUHSLWNV-UHFFFAOYSA-N,2_?,False
CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1.47,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,JCKYGMPEJWAADB-UHFFFAOYSA-N,,False
CHEMBL367556,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1,0.66,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4cccc(F)c14,GROLIDJOEMLLED-UHFFFAOYSA-N,,False
CHEMBL1782167,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1,3.36,Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4,FEFYXGFJVNPYLY-UHFFFAOYSA-N,,False
CHEMBL1369407,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,3.17,CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,WDQPAMHFFCXSNU-UHFFFAOYSA-N,,False
CHEMBL2165061,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](OC)C3)c2c1,0.97,CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,OPFCNFCPNQBDKS-DENIHFKCSA-N,16_R|30_R,False
CHEMBL1475400,Oc1cc(OCc2ccccc2)ccn1,1.69,Oc1cc(OCc2ccccc2)ccn1,DOVNUEPFPBWTSV-UHFFFAOYSA-N,,False
CHEMBL322640,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,2.6,CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,QNIZBMDMEQUCHR-UHFFFAOYSA-N,4_?,False
CHEMBL218573,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,3.15,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4C[C@H](O)CO4,GOSZMIDOMHVHDD-AWEZNQCLSA-N,17_S,False
CHEMBL1995703,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2.84,CN1CCN(CC1)c2ccc(Nc3ncc(C)c(Nc4cccc(c4)S(=O)(=O)NC(C)(C)C)n3)cc2,JVDOKQYTTYUYDV-UHFFFAOYSA-N,,False
CHEMBL2333993,COc1cc2ncnc(Nc3ccncc3)c2cc1OC,2.22,COc1cc2ncnc(Nc3ccncc3)c2cc1OC,HJBJRPSIVVAUEY-UHFFFAOYSA-N,,False
CHEMBL1345333,c1ccc(Nc2[nH]nnc2-c2ccccc2)cc1,3.37,N(c1ccccc1)c2[nH]nnc2c3ccccc3,ACLZPKMBZBHXJZ-UHFFFAOYSA-N,,False
CHEMBL2070951,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4cnccc4s3)CC2)CC1,1.66,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5cnccc5s4,VSLVCMQLWKKHKL-HZPDHXFCSA-N,6_R|11_R,False
CHEMBL1944695,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,1.11,O[C@@H](CNCCc1ccc(CNCCc2ccccc2)cc1)c3ccc(O)c4NC(=O)Sc34,IYDIXGIHBUITOM-QHCPKHFHSA-N,9_R,False
CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0.92,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,GJQPMPFPNINLKP-UHFFFAOYSA-N,,False
CHEMBL1524763,Fc1ccc(-c2cn3ccccc3n2)cc1,3.1,Fc1ccc(cc1)c2cn3ccccc3n2,PNOFVTHZVLYOFR-UHFFFAOYSA-N,,False
CHEMBL196444,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,1.0,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1N4C(=O)CCC4=O,YQSZNYLPVBOGPO-UHFFFAOYSA-N,,False
CHEMBL190270,N#Cc1cccc(C(=O)Nc2cc(-c3ccccc3)nn2-c2ccccc2)c1,3.82,O=C(Nc1cc(nn1c2ccccc2)c3ccccc3)c4cccc(c4)C#N,BKUIZWILNWHFHD-UHFFFAOYSA-N,,False
CHEMBL1230668,CN(C)c1cccc2c(S(=O)(=O)N(C)CC(=O)O)cccc12,-1.45,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(C)CC(=O)O,BRLJKBOXIVONAG-UHFFFAOYSA-N,,False
CHEMBL233227,Cc1cc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)on1,1.99,Cc1cc(on1)c2ccc(cc2F)N3C[C@H](Cn4ccnn4)OC3=O,DRXNKVLCADIDHI-LBPRGKRZSA-N,10_R,False
CHEMBL112747,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,2.06,COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1,ULYAVZFGXSQWBB-UHFFFAOYSA-N,,False
CHEMBL1834184,CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,3.4,CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)c2ccc(cc2)c3oc4ccccc4n3,YNFDIGJKJPNFFD-SJORKVTESA-N,5_S|8_R,False
CHEMBL205133,Nc1c(C(=O)c2cccc(OC[C@H](O)CO)c2)cnn1-c1ccc(F)cc1,1.94,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,IJDQETGUEUJVTB-OAHLLOKOSA-N,12_R,False
CHEMBL1957841,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12,3.3,O=C1C=C(N=C2N(Cc3cccc4ccccc34)C=CN12)N5CCOCC5,QWHPGKXSNCLNSL-UHFFFAOYSA-N,,False
